Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Churn,State_AL,State_AR,State_AZ,State_CA,State_CO,State_CT,State_DC,State_DE,State_FL,State_GA,State_HI,State_IA,State_ID,State_IL,State_IN,State_KS,State_KY,State_LA,State_MA,State_MD,State_ME,State_MI,State_MN,State_MO,State_MS,State_MT,State_NC,State_ND,State_NE,State_NH,State_NJ,State_NM,State_NV,State_NY,State_OH,State_OK,State_OR,State_PA,State_RI,State_SC,State_SD,State_TN,State_TX,State_UT,State_VA,State_VT,State_WA,State_WI,State_WV,State_WY,Minutes_per_call,Charge_per_minute
0.40021953143472555,-0.6888342718191494,-0.32758047881347846,-0.6183962614101809,-0.5917598578997325,0.08676038130784273,-0.17121653598852488,2.9704364550509372,-1.009773022478234,0.2952158793586398,-0.5166042840263745,-0.5507209034550699,-0.194830613126948,-0.4279320210630441,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.04182171177020642,0.030235438914340242
-0.9057837881567202,-0.5236032802413713,-0.32758047881347846,-0.6183962614101809,-0.5917598578997325,-0.9305146067736951,1.8221978887770072,0.5427271698026674,-0.8591678636685524,0.15678365094864566,0.5567040258628483,0.8822411725164715,0.6178983400046135,1.8529274025027227,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.268094443548587,0.029307687954676916
1.5052992633967182,-0.5236032802413713,-0.32758047881347846,-0.6183962614101809,-0.5917598578997325,2.8117352591291453,-1.666277354562674,2.3038517772167246,-0.1563437892233715,-0.7964211218173144,1.4255726576779333,-1.7329146161315911,1.8369917697019558,1.8529274025027227,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.2273723547290984,0.021561475743424256
0.24952684071263564,-0.5236032802413713,-0.32758047881347846,-0.6183962614101809,-0.5917598578997325,-1.2738908211622284,0.12779562772630496,-1.2558681739393482,0.0946648087927645,-0.22291617554733864,0.25004450875164175,-0.908961422447955,0.6178983400046135,0.3323544534588781,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-1.0913296414778129,0.028077436911022397
-1.3076309634156267,1.7188173197427594,-0.32758047881347846,-0.6183962614101809,-0.5917598578997325,-1.1104657779505736,0.8254906763942412,0.2784598714896957,0.4460768460153549,-0.4384749312143297,-0.5166042840263745,0.3090563421278551,-1.4139240428242903,-0.4279320210630441,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.1625582902603329,0.02171267580482093
-1.634131793313488,-0.6888342718191494,-0.32758047881347846,1.6170861022342147,1.6002112538804505,-0.6146819389938671,1.3736796432047624,-0.7588878815895809,-1.009773022478234,-1.415410943136288,0.45448418682577946,1.5270741067036653,0.6178983400046135,-1.1882184955849664,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.9942534076305927,0.022084249697324223
-0.9057837881567202,-0.5236032802413713,-0.32758047881347846,-0.6183962614101809,-0.5917598578997325,0.5788717473833883,0.9749967582516561,-0.75691573757232,1.0986992008573084,-1.3086203669342928,0.9144734624925892,1.061361432012914,0.21153386343883274,1.0926409279808003,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.1509390405668832,0.022589301273886527
0.45045042834208887,-0.5236032802413713,-0.32758047881347846,-0.6183962614101809,-0.5917598578997325,-0.3796436745995772,0.6759845945368262,0.5979472022859752,0.8476906028411725,-1.1405240895793,-0.4654943645078401,-0.5148968515557808,-0.6011950896927287,2.613213877024645,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.6494215392364847,0.028255211751229862
-2.287133453109211,-0.6888342718191494,-0.32758047881347846,-0.6183962614101809,-0.5917598578997325,0.11614016435712891,0.5763138732985497,-0.212603988808289,-1.7125970969234148,1.6202100655685838,-2.20323162813801,0.41652849782572093,0.6178983400046135,0.3323544534588781,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-0.28637142215142153,0.027598106914693308
-0.8304374427956753,-0.5236032802413713,-0.32758047881347846,-0.6183962614101809,-0.5917598578997325,-0.5687760279793573,-1.5167712727052591,0.8977130929096442,3.207171424192851,-1.4055229268212883,0.14782466971457295,0.6672968611207404,-0.6011950896927287,1.0926409279808003,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.3470816547619822,0.030182943889402798
